航班号,出港城市,到港城市,出发时刻,班期,产品,航空公司,起飞城市所属省/市,降落城市所属省/市,起飞城市机场名称,降落城市机场名称,起飞机场IATA代码,降落机场IATA代码,降落时刻
JD5514,宜春,西安,22:00,1357,666/2666,首都航空,江西省,陕西省,宜春明月山机场,西安咸阳国际机场,YIC,XIY,23:50
PN6520,中卫,郑州,22:00,1357,666/2666,西部航空,宁夏,河南省,中卫沙坡头机场,郑州新郑国际机场,ZHY,CGO,0:05
8L9718,南昌,成都,22:05,1234567,666/2666,祥鹏航空,江西省,四川省,南昌昌北国际机场,成都天府国际机场,KHN,TFU,0:35
8L9812,南京,丽江,22:05,1357,666/2666,祥鹏航空,江苏省,云南省,南京禄口国际机场,丽江三义国际机场,NKG,LJG,0:55
8L9850,武汉,昆明,22:05,246,666/2666,祥鹏航空,湖北省,云南省,武汉天河国际机场,昆明长水国际机场,WUH,KMG,0:20
FU6510,昆明,福州,22:05,5,666/2666,福州航空,云南省,福建省,昆明长水国际机场,福州长乐国际机场,KMG,FOC,0:50
HU7129,北京,哈尔滨,22:05,136,666/2666,海南航空,北京,黑龙江省,北京首都国际机场,哈尔滨太平国际机场,PEK,HRB,0:05
HU7249,广州,太原,22:05,246,666/2666,海南航空,广东省,山西,广州白云国际机场,太原武宿国际机场,CAN,TYN,0:45
HU7256,南京,深圳,22:05,5,666/2666,海南航空,江苏省,广东省,南京禄口国际机场,深圳宝安国际机场,NKG,SZX,0:10
HU7337,北京,西安,22:05,1234567,666/2666,海南航空,北京,陕西省,北京首都国际机场,西安咸阳国际机场,PEK,XIY,0:30
HU7377,北京,杭州,22:05,1234567,666/2666,海南航空,北京,浙江省,北京首都国际机场,杭州萧山国际机场,PEK,HGH,0:25
PN6244,珠海,郑州,22:05,1234567,666/2666,西部航空,广东省,河南省,珠海金湾机场,郑州新郑国际机场,ZUH,CGO,0:45
PN6246,乌鲁木齐,郑州,22:05,1234567,666/2666,西部航空,新疆,河南省,乌鲁木齐天山国际机场,郑州新郑国际机场,URC,CGO,1:55
Y87523,贵阳,福州,22:05,1234567,666/2666,金鹏航空,贵州省,福建省,贵阳龙洞堡国际机场,福州长乐国际机场,KWE,FOC,0:05
HU7694,长沙,太原,22:05,37,666/2666,海南航空,湖南省,山西,长沙黄花国际机场,太原武宿国际机场,CSX,TYN,0:05
JD5170,中卫,杭州,22:05,246,666/2666,首都航空,宁夏,浙江省,中卫沙坡头机场,杭州萧山国际机场,ZHY,HGH,1:15
9H8304,珠海,西安,22:10,1234567,666/2666,长安航空,广东省,陕西省,珠海金湾机场,西安咸阳国际机场,ZUH,XIY,0:50
HU7598,青岛,杭州,22:10,246,666/2666,海南航空,山东省,浙江省,青岛胶东国际机场,杭州萧山国际机场,TAO,HGH,0:05
HU7788,宁波,长沙,22:10,12345,666/2666,海南航空,浙江省,湖南省,宁波栎社国际机场,长沙黄花国际机场,NGB,CSX,0:15
HU7788,宁波,长沙,22:10,6,666/2666,海南航空,浙江省,湖南省,宁波栎社国际机场,长沙黄花国际机场,NGB,CSX,0:20
HU7788,宁波,长沙,22:10,7,666/2666,海南航空,浙江省,湖南省,宁波栎社国际机场,长沙黄花国际机场,NGB,CSX,0:25
PN6366,揭阳,郑州,22:10,1357,666/2666,西部航空,广东省,河南省,揭阳潮汕国际机场,郑州新郑国际机场,SWA,CGO,0:45
UQ3508,哈密,郑州,22:10,246,666/2666,乌鲁木齐航空,新疆,河南省,哈密伊州机场,郑州新郑国际机场,HMI,CGO,1:10
8L9894,信阳,昆明,22:10,246,666/2666,祥鹏航空,河南省,云南省,信阳明港机场,昆明长水国际机场,XAI,KMG,0:45
FU6631,青岛,哈尔滨,22:10,1357,666/2666,福州航空,山东省,黑龙江省,青岛胶东国际机场,哈尔滨太平国际机场,TAO,HRB,0:05
GS7792,通辽,天津,22:10,357,666/2666,天津航空,内蒙古,天津,通辽机场,天津滨海国际机场,TGO,TSN,23:35
HU7565,柳州,西安,22:10,246,666/2666,海南航空,广西,陕西省,柳州白莲机场,西安咸阳国际机场,LZH,XIY,0:25
8L9526,贵阳,郑州,22:15,1234567,666/2666,祥鹏航空,贵州省,河南省,贵阳龙洞堡国际机场,郑州新郑国际机场,KWE,CGO,0:35
8L9792,呼和浩特,西双版纳,22:15,246,666/2666,祥鹏航空,内蒙古,云南省,呼和浩特白塔国际机场,西双版纳嘎洒国际机场,HET,JHG,1:30
9H8322,昆明,西安,22:15,1357,666/2666,长安航空,云南省,陕西省,昆明长水国际机场,西安咸阳国际机场,KMG,XIY,0:35
GS6450,深圳,重庆市,22:15,1234567,666/2666,天津航空,广东省,重庆,深圳宝安国际机场,重庆江北国际机场,SZX,CKG,0:35
GS6682,赤峰,呼和浩特,22:15,246,666/2666,天津航空,内蒙古,内蒙古,赤峰玉龙机场,呼和浩特白塔国际机场,CIF,HET,23:35
GS7627,西安,榆林,22:15,1234567,666/2666,天津航空,陕西省,陕西省,西安咸阳国际机场,榆林榆阳机场,XIY,UYN,23:20
GS7918,重庆市,天津,22:15,1357,666/2666,天津航空,重庆,天津,重庆江北国际机场,天津滨海国际机场,CKG,TSN,0:35
GX7892,重庆市,济南,22:15,246,666/2666,北部湾航空,重庆,山东省,重庆江北国际机场,济南遥墙国际机场,CKG,TNA,0:15
HU7254,兰州,广州,22:15,1357,666/2666,海南航空,甘肃省,广东省,兰州中川国际机场,广州白云国际机场,LHW,CAN,0:55
HU7254,兰州,广州,22:15,246,666/2666,海南航空,甘肃省,广东省,兰州中川国际机场,广州白云国际机场,LHW,CAN,1:10
HU7748,太原,深圳,22:15,1357,666/2666,海南航空,山西,广东省,太原武宿国际机场,深圳宝安国际机场,TYN,SZX,1:15
JD5068,厦门,西安,22:15,1234567,666/2666,首都航空,福建省,陕西省,厦门高崎国际机场,西安咸阳国际机场,XMN,XIY,0:45
PN6494,大连,合肥,22:15,246,666/2666,西部航空,辽宁,安徽省,大连周水子国际机场,合肥新桥国际机场,DLC,HFE,23:55
UQ3600,珠海,郑州,22:15,1357,666/2666,乌鲁木齐航空,广东省,河南省,珠海金湾机场,郑州新郑国际机场,ZUH,CGO,0:40
FU6594,长沙,厦门,22:15,1234567,666/2666,福州航空,湖南省,福建省,长沙黄花国际机场,厦门高崎国际机场,CSX,XMN,23:50
FU6718,舟山,厦门,22:15,1357,666/2666,福州航空,浙江省,福建省,舟山普陀山机场,厦门高崎国际机场,HSN,XMN,0:05
FU6718,舟山,厦门,22:15,246,666/2666,福州航空,浙江省,福建省,舟山普陀山机场,厦门高崎国际机场,HSN,XMN,23:45
GS6413,天津,呼和浩特,22:15,246,666/2666,天津航空,天津,内蒙古,天津滨海国际机场,呼和浩特白塔国际机场,TSN,HET,23:45
GS6413,天津,呼和浩特,22:15,1357,666/2666,天津航空,天津,内蒙古,天津滨海国际机场,呼和浩特白塔国际机场,TSN,HET,23:45
GS6676,赤峰,石家庄,22:15,1357,666/2666,天津航空,内蒙古,河北,赤峰玉龙机场,石家庄正定国际机场,CIF,SJW,23:35
GS7614,湘西,西安,22:15,1357,666/2666,天津航空,湖南省,陕西省,湘西边城机场,西安咸阳国际机场,DXJ,XIY,23:55
GS7712,盐城,惠州,22:15,1357,666/2666,天津航空,江苏省,广东省,盐城南洋国际机场,惠州平潭机场,YNZ,HUZ,0:40
GS7728,郑州,惠州,22:15,1234567,666/2666,天津航空,河南省,广东省,郑州新郑国际机场,惠州平潭机场,CGO,HUZ,0:30
HU7776,太原,深圳,22:15,26,666/2666,海南航空,山西,广东省,太原武宿国际机场,深圳宝安国际机场,TYN,SZX,1:05
HU7776,太原,深圳,22:15,4,666/2666,海南航空,山西,广东省,太原武宿国际机场,深圳宝安国际机场,TYN,SZX,1:10
HU7794,太原,长沙,22:15,246,666/2666,海南航空,山西,湖南省,太原武宿国际机场,长沙黄花国际机场,TYN,CSX,0:40
HU7794,太原,长沙,22:15,1357,666/2666,海南航空,山西,湖南省,太原武宿国际机场,长沙黄花国际机场,TYN,CSX,0:40
JD5348,石家庄,广州,22:15,1234567,666/2666,首都航空,河北,广东省,石家庄正定国际机场,广州白云国际机场,SJW,CAN,0:55
PN6446,丽江,郑州,22:15,1234567,666/2666,西部航空,云南省,河南省,丽江三义国际机场,郑州新郑国际机场,LJG,CGO,0:50
8L9804,武汉,丽江,22:20,1357,666/2666,祥鹏航空,湖北省,云南省,武汉天河国际机场,丽江三义国际机场,WUH,LJG,0:45
8L9976,广州,昆明,22:20,1357,666/2666,祥鹏航空,广东省,云南省,广州白云国际机场,昆明长水国际机场,CAN,KMG,0:40
9H8322,昆明,西安,22:20,246,666/2666,长安航空,云南省,陕西省,昆明长水国际机场,西安咸阳国际机场,KMG,XIY,0:35
9H8392,贵阳,西安,22:20,1234567,666/2666,长安航空,贵州省,陕西省,贵阳龙洞堡国际机场,西安咸阳国际机场,KWE,XIY,0:15
GS6440,青岛,大连,22:20,1357,666/2666,天津航空,山东省,辽宁,青岛胶东国际机场,大连周水子国际机场,TAO,DLC,23:20
GS7554,库车,乌鲁木齐,22:20,26,666/2666,天津航空,新疆,新疆,库车龟兹机场,乌鲁木齐天山国际机场,KCA,URC,23:35
GS7654,昆明,西安,22:20,1234567,666/2666,天津航空,云南省,陕西省,昆明长水国际机场,西安咸阳国际机场,KMG,XIY,0:40
GX7872,西宁,济南,22:20,1357,666/2666,北部湾航空,青海省,山东省,西宁曹家堡国际机场,济南遥墙国际机场,XNN,TNA,0:35
HU7646,临沂,北京,22:20,246,666/2666,海南航空,山东省,北京,临沂启阳机场,北京首都国际机场,LYI,PEK,0:05
HU7824,库车,乌鲁木齐,22:20,1234567,666/2666,海南航空,新疆,新疆,库车龟兹机场,乌鲁木齐天山国际机场,KCA,URC,23:40
PN6320,南宁,郑州,22:20,246,666/2666,西部航空,广西,河南省,南宁吴圩国际机场,郑州新郑国际机场,NNG,CGO,0:50
8L9746,遵义,大理,22:20,1357,666/2666,祥鹏航空,贵州省,云南省,遵义茅台机场,大理凤仪机场,WMT,DLU,23:40
9H8374,铜仁,西安,22:20,1234567,666/2666,长安航空,贵州省,陕西省,铜仁凤凰机场,西安咸阳国际机场,TEN,XIY,0:05
FU6766,西安,福州,22:20,1357,666/2666,福州航空,陕西省,福建省,西安咸阳国际机场,福州长乐国际机场,XIY,FOC,0:45
GS7524,西安,乌鲁木齐,22:20,1357,666/2666,天津航空,陕西省,新疆,西安咸阳国际机场,乌鲁木齐天山国际机场,XIY,URC,1:25
GS7526,西安,乌鲁木齐,22:20,246,666/2666,天津航空,陕西省,新疆,西安咸阳国际机场,乌鲁木齐天山国际机场,XIY,URC,1:25
GS7602,遵义,西安,22:20,1357,666/2666,天津航空,贵州省,陕西省,遵义茅台机场,西安咸阳国际机场,WMT,XIY,23:45
GX8804,榆林,济南,22:20,1234567,666/2666,北部湾航空,陕西省,山东省,榆林榆阳机场,济南遥墙国际机场,UYN,TNA,23:50
HU7660,天津,大连,22:20,1234567,666/2666,海南航空,天津,辽宁,天津滨海国际机场,大连周水子国际机场,TSN,DLC,23:35
HU7730,日照,深圳,22:20,35,666/2666,海南航空,山东省,广东省,日照山字河机场,深圳宝安国际机场,RIZ,SZX,1:05
HU7730,日照,深圳,22:20,17,666/2666,海南航空,山东省,广东省,日照山字河机场,深圳宝安国际机场,RIZ,SZX,1:20
UQ2600,乌鲁木齐,于田县／和田地区,22:20,1234567,666/2666,乌鲁木齐航空,新疆,新疆,乌鲁木齐天山国际机场,于田万方机场,URC,YTW,0:35
8L9846,淮安,昆明,22:25,1234567,666/2666,祥鹏航空,江苏省,云南省,淮安涟水国际机场,昆明长水国际机场,HIA,KMG,1:35
GX2038,昆明,济宁,22:25,246,666/2666,北部湾航空,云南省,山东省,昆明长水国际机场,济宁大安机场,KMG,JNG,1:20
GX8822,厦门,南宁,22:25,1234567,666/2666,北部湾航空,福建省,广西,厦门高崎国际机场,南宁吴圩国际机场,XMN,NNG,0:35
HU6201,桂林,长沙,22:25,1357,666/2666,海南航空,广西,湖南省,桂林两江国际机场,长沙黄花国际机场,KWL,CSX,23:35
HU7106,大连,北京,22:25,3,666/2666,海南航空,辽宁,北京,大连周水子国际机场,北京首都国际机场,DLC,PEK,23:55
HU7106,大连,北京,22:25,124567,666/2666,海南航空,辽宁,北京,大连周水子国际机场,北京首都国际机场,DLC,PEK,0:05
HU7557,深圳,重庆市,22:25,1234567,666/2666,海南航空,广东省,重庆,深圳宝安国际机场,重庆江北国际机场,SZX,CKG,1:05
HU7782,大连,长沙,22:25,246,666/2666,海南航空,辽宁,湖南省,大连周水子国际机场,长沙黄花国际机场,DLC,CSX,1:10
JD5190,西安,三亚,22:25,1234567,666/2666,首都航空,陕西省,海南省,西安咸阳国际机场,三亚凤凰国际机场,XIY,SYX,1:00
JD5222,二连浩特,北京,22:25,1234567,666/2666,首都航空,内蒙古,北京,二连浩特赛乌素机场,北京大兴国际机场,ERL,PKX,23:40
JD5552,杭州,西安,22:25,1234567,666/2666,首都航空,浙江省,陕西省,杭州萧山国际机场,西安咸阳国际机场,HGH,XIY,1:00
UQ3510,重庆市,郑州,22:25,1357,666/2666,乌鲁木齐航空,重庆,河南省,重庆江北国际机场,郑州新郑国际机场,CKG,CGO,0:15
JD5330,武汉,海口,22:25,1234567,666/2666,首都航空,湖北省,海南省,武汉天河国际机场,海口美兰国际机场,WUH,HAK,1:15
GX8836,徐州,南宁,22:30,1357,666/2666,北部湾航空,江苏省,广西,徐州观音国际机场,南宁吴圩国际机场,XUZ,NNG,0:55
HU7011,海口,广州,22:30,1234567,666/2666,海南航空,海南省,广东省,海口美兰国际机场,广州白云国际机场,HAK,CAN,0:05
HU7070,南昌,海口,22:30,4,666/2666,海南航空,江西省,海南省,南昌昌北国际机场,海口美兰国际机场,KHN,HAK,0:40
HU7070,南昌,海口,22:30,1357,666/2666,海南航空,江西省,海南省,南昌昌北国际机场,海口美兰国际机场,KHN,HAK,0:35
HU7070,南昌,海口,22:30,26,666/2666,海南航空,江西省,海南省,南昌昌北国际机场,海口美兰国际机场,KHN,HAK,0:50
HU7194,霍林郭勒,北京,22:30,135,666/2666,海南航空,内蒙古,北京,霍林河机场,北京首都国际机场,HUO,PEK,0:15
HU7194,霍林郭勒,北京,22:30,7,666/2666,海南航空,内蒙古,北京,霍林河机场,北京首都国际机场,HUO,PEK,0:10
HU7456,汉中,杭州,22:30,1357,666/2666,海南航空,陕西省,浙江省,汉中城固机场,杭州萧山国际机场,HZG,HGH,0:50
JD5078,重庆市,西安,22:30,2,666/2666,首都航空,重庆,陕西省,重庆江北国际机场,西安咸阳国际机场,CKG,XIY,23:50
JD5078,重庆市,西安,22:30,134567,666/2666,首都航空,重庆,陕西省,重庆江北国际机场,西安咸阳国际机场,CKG,XIY,23:55
JD5902,天津,杭州,22:30,1234567,666/2666,首都航空,天津,浙江省,天津滨海国际机场,杭州萧山国际机场,TSN,HGH,0:40
PN6284,温州,重庆市,22:30,7,666/2666,西部航空,浙江省,重庆,温州龙湾国际机场,重庆江北国际机场,WNZ,CKG,1:15
GS7460,南昌,榆林,22:30,1357,666/2666,天津航空,江西省,陕西省,南昌昌北国际机场,榆林榆阳机场,KHN,UYN,0:45
GX8818,洛阳,南宁,22:30,246,666/2666,北部湾航空,河南省,广西,洛阳北郊机场,南宁吴圩国际机场,LYA,NNG,0:40
HU7050,贵阳,海口,22:30,123457,666/2666,海南航空,贵州省,海南省,贵阳龙洞堡国际机场,海口美兰国际机场,KWE,HAK,23:55
HU7050,贵阳,海口,22:30,6,666/2666,海南航空,贵州省,海南省,贵阳龙洞堡国际机场,海口美兰国际机场,KWE,HAK,23:50
HU7064,武汉,海口,22:30,1234567,666/2666,海南航空,湖北省,海南省,武汉天河国际机场,海口美兰国际机场,WUH,HAK,1:05
HU7665,邵阳,西安,22:30,1357,666/2666,海南航空,湖南省,陕西省,邵阳武冈机场,西安咸阳国际机场,WGN,XIY,0:25
HU7666,邵阳,海口,22:30,1357,666/2666,海南航空,湖南省,海南省,邵阳武冈机场,海口美兰国际机场,WGN,HAK,0:05
JD5690,宜昌,杭州,22:30,6,666/2666,首都航空,湖北省,浙江省,宜昌三峡机场,杭州萧山国际机场,YIH,HGH,0:20
Y87570,郑州,深圳,22:30,246,666/2666,金鹏航空,河南省,广东省,郑州新郑国际机场,深圳宝安国际机场,CGO,SZX,1:15
9H8372,大连,宜昌,22:35,1234567,666/2666,长安航空,辽宁,湖北省,大连周水子国际机场,宜昌三峡机场,DLC,YIH,1:10
JD5136,杭州,三亚,22:35,1234567,666/2666,首都航空,浙江省,海南省,杭州萧山国际机场,三亚凤凰国际机场,HGH,SYX,1:25
JD5376,郑州,海口,22:35,1234567,666/2666,首都航空,河南省,海南省,郑州新郑国际机场,海口美兰国际机场,CGO,HAK,1:20
8L9572,赣州,昆明,22:35,135,666/2666,祥鹏航空,江西省,云南省,赣州黄金机场,昆明长水国际机场,KOW,KMG,0:55
GS7502,西宁,乌鲁木齐,22:35,246,666/2666,天津航空,青海省,新疆,西宁曹家堡国际机场,乌鲁木齐天山国际机场,XNN,URC,0:50
8L9502,郑州,昆明,22:40,1357,666/2666,祥鹏航空,河南省,云南省,郑州新郑国际机场,昆明长水国际机场,CGO,KMG,1:25
8L9836,西安,丽江,22:40,1234567,666/2666,祥鹏航空,陕西省,云南省,西安咸阳国际机场,丽江三义国际机场,XIY,LJG,1:10
GS7662,张家界,西安,22:40,13467,666/2666,天津航空,湖南省,陕西省,张家界荷花国际机场,西安咸阳国际机场,DYG,XIY,23:50
GX8882,泉州,济南,22:40,1357,666/2666,北部湾航空,福建省,山东省,泉州晋江国际机场,济南遥墙国际机场,JJN,TNA,0:50
GX8932,泸州,海口,22:40,246,666/2666,北部湾航空,四川省,海南省,泸州云龙机场,海口美兰国际机场,LZO,HAK,0:50
GX8960,济宁,南宁,22:40,1357,666/2666,北部湾航空,山东省,广西,济宁大安机场,南宁吴圩国际机场,JNG,NNG,1:20
GX8980,重庆市,海口,22:40,1357,666/2666,北部湾航空,重庆,海南省,万州五桥机场,海口美兰国际机场,WXN,HAK,1:05
HU7012,广州,海口,22:40,1234567,666/2666,海南航空,广东省,海南省,广州白云国际机场,海口美兰国际机场,CAN,HAK,0:20
HU7144,南昌,北京,22:40,12346,666/2666,海南航空,江西省,北京,南昌昌北国际机场,北京首都国际机场,KHN,PEK,1:00
HU7144,南昌,北京,22:40,57,666/2666,海南航空,江西省,北京,南昌昌北国际机场,北京首都国际机场,KHN,PEK,0:55
HU7397,深圳,杭州,22:40,4,666/2666,海南航空,广东省,浙江省,深圳宝安国际机场,杭州萧山国际机场,SZX,HGH,1:00
HU7397,深圳,杭州,22:40,26,666/2666,海南航空,广东省,浙江省,深圳宝安国际机场,杭州萧山国际机场,SZX,HGH,0:40
HU7654,泉州,海口,22:40,1234567,666/2666,海南航空,福建省,海南省,泉州晋江国际机场,海口美兰国际机场,JJN,HAK,0:45
9H8316,巴中,西安,22:40,246,666/2666,长安航空,四川省,陕西省,巴中恩阳机场,西安咸阳国际机场,BZX,XIY,23:55
GS6453,贵阳,海口,22:40,1234567,666/2666,天津航空,贵州省,海南省,贵阳龙洞堡国际机场,海口美兰国际机场,KWE,HAK,0:30
GS7872,上饶,天津,22:40,246,666/2666,天津航空,江西省,天津,上饶三清山机场,天津滨海国际机场,SQD,TSN,0:55
HU7566,柳州,海口,22:40,246,666/2666,海南航空,广西,海南省,柳州白莲机场,海口美兰国际机场,LZH,HAK,0:05
JD5538,韶关,西安,22:40,246,666/2666,首都航空,广东省,陕西省,韶关丹霞机场,西安咸阳国际机场,HSC,XIY,1:20
8L9636,大理,成都,22:45,1234567,666/2666,祥鹏航空,云南省,四川省,大理凤仪机场,成都天府国际机场,DLU,TFU,0:20
CN7886,呼伦贝尔,北京,22:45,1357,666/2666,大新华航空,内蒙古,北京,呼伦贝尔海拉尔东山国际机场,北京首都国际机场,HLD,PEK,1:00
