航班号,出港城市,到港城市,出发时刻,班期,产品,航空公司,起飞城市所属省/市,降落城市所属省/市,起飞城市机场名称,降落城市机场名称,起飞机场IATA代码,降落机场IATA代码,降落时刻
GX8873,南宁,襄阳,7:30,246,666/2666,北部湾航空,广西,湖北省,南宁吴圩国际机场,襄阳刘集机场,NNG,XFN,9:35
GX8935,南宁,赣州,7:30,1357,666/2666,北部湾航空,广西,江西省,南宁吴圩国际机场,赣州黄金机场,NNG,KOW,9:00
HU7157,深圳,重庆市,7:30,1357,666/2666,海南航空,广东省,重庆,深圳宝安国际机场,重庆江北国际机场,SZX,CKG,9:35
HU7171,海口,重庆市,7:30,1234567,666/2666,海南航空,海南省,重庆,海口美兰国际机场,重庆江北国际机场,HAK,CKG,9:50
HU7211,北京,昆明,7:30,1234567,666/2666,海南航空,北京,云南省,北京首都国际机场,昆明长水国际机场,PEK,KMG,11:10
HU7227,广州,温州,7:30,1357,666/2666,海南航空,广东省,浙江省,广州白云国际机场,温州龙湾国际机场,CAN,WNZ,9:05
HU7289,北京,贵阳,7:30,1234567,666/2666,海南航空,北京,贵州省,北京首都国际机场,贵阳龙洞堡国际机场,PEK,KWE,11:00
HU7378,杭州,北京,7:30,1234567,666/2666,海南航空,浙江省,北京,杭州萧山国际机场,北京首都国际机场,HGH,PEK,9:45
HU7613,北京,上海,7:30,1234567,666/2666,海南航空,北京,上海市,北京首都国际机场,上海浦东国际机场,PEK,PVG,9:50
HU7767,深圳,昆明,7:30,246,666/2666,海南航空,广东省,云南省,深圳宝安国际机场,昆明长水国际机场,SZX,KMG,9:35
HU7898,三亚,西安,7:30,1234567,666/2666,海南航空,海南省,陕西省,三亚凤凰国际机场,西安咸阳国际机场,SYX,XIY,10:40
JD5161,广州,成都,7:30,1234567,666/2666,首都航空,广东省,四川省,广州白云国际机场,成都天府国际机场,CAN,TFU,9:40
JD5569,三亚,合肥,7:30,1234567,666/2666,首都航空,海南省,安徽省,三亚凤凰国际机场,合肥新桥国际机场,SYX,HFE,10:30
PN6249,郑州,阿克苏,7:30,1357,666/2666,西部航空,河南省,新疆,郑州新郑国际机场,阿克苏红旗坡机场,CGO,AKU,12:30
PN6273,重庆市,郑州,7:30,1,666/2666,西部航空,重庆,河南省,重庆江北国际机场,郑州新郑国际机场,CKG,CGO,9:20
PN6287,郑州,乌鲁木齐,7:30,1234567,666/2666,西部航空,河南省,新疆,郑州新郑国际机场,乌鲁木齐天山国际机场,CGO,URC,11:45
PN6481,重庆市,哈密,7:30,246,666/2666,西部航空,重庆,新疆,重庆江北国际机场,哈密伊州机场,CKG,HMI,11:00
UQ3589,郑州,伊宁,7:30,246,666/2666,乌鲁木齐航空,河南省,新疆,郑州新郑国际机场,伊宁机场,CGO,YIN,12:10
GS6454,海口,西宁,7:30,1357,666/2666,天津航空,海南省,青海省,海口美兰国际机场,西宁曹家堡国际机场,HAK,XNN,12:15
GS7909,天津,深圳,7:30,246,666/2666,天津航空,天津,广东省,天津滨海国际机场,深圳宝安国际机场,TSN,SZX,12:00
GX8873,南宁,青岛,7:30,246,666/2666,北部湾航空,广西,山东省,南宁吴圩国际机场,青岛胶东国际机场,NNG,TAO,12:15
GX8935,南宁,青岛,7:30,1357,666/2666,北部湾航空,广西,山东省,南宁吴圩国际机场,青岛胶东国际机场,NNG,TAO,12:15
HU7898,三亚,乌鲁木齐,7:30,1234567,666/2666,海南航空,海南省,新疆,三亚凤凰国际机场,乌鲁木齐天山国际机场,SYX,URC,15:30
JD5569,三亚,呼和浩特,7:30,1234567,666/2666,首都航空,海南省,内蒙古,三亚凤凰国际机场,呼和浩特白塔国际机场,SYX,HET,13:25
JD5649,丽江,厦门,7:30,1234567,666/2666,首都航空,云南省,福建省,丽江三义国际机场,厦门高崎国际机场,LJG,XMN,10:25
JD5739,丽江,天津,7:30,1234567,666/2666,首都航空,云南省,天津,丽江三义国际机场,天津滨海国际机场,LJG,TSN,10:55
8L9839,昆明,盐城,7:35,17,666/2666,祥鹏航空,云南省,江苏省,昆明长水国际机场,盐城南洋国际机场,KMG,YNZ,10:30
8L9915,昆明,西双版纳,7:35,7,666/2666,祥鹏航空,云南省,云南省,昆明长水国际机场,西双版纳嘎洒国际机场,KMG,JHG,9:00
8L9959,昆明,安庆,7:35,1357,666/2666,祥鹏航空,云南省,安徽省,昆明长水国际机场,安庆天柱山机场,KMG,AQG,10:15
8L9977,昆明,呼和浩特,7:35,1234567,666/2666,祥鹏航空,云南省,内蒙古,昆明长水国际机场,呼和浩特白塔国际机场,KMG,HET,10:45
FU6717,厦门,舟山,7:35,1234567,666/2666,福州航空,福建省,浙江省,厦门高崎国际机场,舟山普陀山机场,XMN,HSN,9:15
GS7655,西安,大连,7:35,7,666/2666,天津航空,陕西省,辽宁,西安咸阳国际机场,大连周水子国际机场,XIY,DLC,9:30
GS7681,西安,常德,7:35,1357,666/2666,天津航空,陕西省,湖南省,西安咸阳国际机场,常德桃花源机场,XIY,CGD,9:05
GS7801,天津,太原,7:35,1357,666/2666,天津航空,天津,山西,天津滨海国际机场,太原武宿国际机场,TSN,TYN,8:50
GX8803,济南,榆林,7:35,1234567,666/2666,北部湾航空,山东省,陕西省,济南遥墙国际机场,榆林榆阳机场,TNA,UYN,9:10
HU7004,广州,海口,7:35,34,666/2666,海南航空,广东省,海南省,广州白云国际机场,海口美兰国际机场,CAN,HAK,9:25
HU7121,海口,太原,7:35,1357,666/2666,海南航空,海南省,山西,海口美兰国际机场,太原武宿国际机场,HAK,TYN,10:40
HU7145,北京,乌鲁木齐,7:35,1234567,666/2666,海南航空,北京,新疆,北京首都国际机场,乌鲁木齐天山国际机场,PEK,URC,11:55
HU7169,海口,惠州,7:35,2346,666/2666,海南航空,海南省,广东省,海口美兰国际机场,惠州平潭机场,HAK,HUZ,8:50
HU7223,广州,乌鲁木齐,7:35,1357,666/2666,海南航空,广东省,新疆,广州白云国际机场,乌鲁木齐天山国际机场,CAN,URC,12:55
HU7315,三亚,南昌,7:35,246,666/2666,海南航空,海南省,江西省,三亚凤凰国际机场,南昌昌北国际机场,SYX,KHN,10:10
HU7505,哈尔滨,郑州,7:35,1234567,666/2666,海南航空,黑龙江省,河南省,哈尔滨太平国际机场,郑州新郑国际机场,HRB,CGO,11:00
HU7511,西安,珠海,7:35,1234567,666/2666,海南航空,陕西省,广东省,西安咸阳国际机场,珠海金湾机场,XIY,ZUH,10:40
HU7731,深圳,郑州,7:35,246,666/2666,海南航空,广东省,河南省,深圳宝安国际机场,郑州新郑国际机场,SZX,CGO,10:00
HU7769,深圳,温州,7:35,1357,666/2666,海南航空,广东省,浙江省,深圳宝安国际机场,温州龙湾国际机场,SZX,WNZ,9:35
HU7870,深圳,西安,7:35,1234567,666/2666,海南航空,广东省,陕西省,深圳宝安国际机场,西安咸阳国际机场,SZX,XIY,10:20
HU7891,乌鲁木齐,喀什,7:35,1234567,666/2666,海南航空,新疆,新疆,乌鲁木齐天山国际机场,喀什徕宁国际机场,URC,KHG,9:40
JD5621,杭州,大理,7:35,246,666/2666,首都航空,浙江省,云南省,杭州萧山国际机场,大理凤仪机场,HGH,DLU,11:00
JD5621,杭州,大理,7:35,1357,666/2666,首都航空,浙江省,云南省,杭州萧山国际机场,大理凤仪机场,HGH,DLU,10:55
JD5689,杭州,宜昌,7:35,246,666/2666,首都航空,浙江省,湖北省,杭州萧山国际机场,宜昌三峡机场,HGH,YIH,9:35
PN6213,重庆市,三亚,7:35,1234567,666/2666,西部航空,重庆,海南省,重庆江北国际机场,三亚凤凰国际机场,CKG,SYX,9:55
PN6273,重庆市,郑州,7:35,246,666/2666,西部航空,重庆,河南省,重庆江北国际机场,郑州新郑国际机场,CKG,CGO,9:20
FU6717,厦门,哈尔滨,7:35,1234567,666/2666,福州航空,福建省,黑龙江省,厦门高崎国际机场,哈尔滨太平国际机场,XMN,HRB,13:00
GX8803,济南,重庆市,7:35,1234567,666/2666,北部湾航空,山东省,重庆,济南遥墙国际机场,重庆江北国际机场,TNA,CKG,11:45
HU7505,哈尔滨,贵阳,7:35,1234567,666/2666,海南航空,黑龙江省,贵州省,哈尔滨太平国际机场,贵阳龙洞堡国际机场,HRB,KWE,14:30
HU7731,深圳,呼和浩特,7:35,246,666/2666,海南航空,广东省,内蒙古,深圳宝安国际机场,呼和浩特白塔国际机场,SZX,HET,12:40
JD5689,杭州,贵阳,7:35,246,666/2666,首都航空,浙江省,贵州省,杭州萧山国际机场,贵阳龙洞堡国际机场,HGH,KWE,12:25
8L9515,郑州,厦门,7:40,1234567,666/2666,祥鹏航空,河南省,福建省,郑州新郑国际机场,厦门高崎国际机场,CGO,XMN,10:00
8L9875,昆明,太原,7:40,1234567,666/2666,祥鹏航空,云南省,山西,昆明长水国际机场,太原武宿国际机场,KMG,TYN,10:30
8L9946,成都,昆明,7:40,246,666/2666,祥鹏航空,四川省,云南省,成都天府国际机场,昆明长水国际机场,TFU,KMG,9:10
8L9949,昆明,腾冲,7:40,1234567,666/2666,祥鹏航空,云南省,云南省,昆明长水国际机场,腾冲驼峰机场,KMG,TCZ,8:55
GS6519,榆林,长沙,7:40,1357,666/2666,天津航空,陕西省,湖南省,榆林榆阳机场,长沙黄花国际机场,UYN,CSX,9:50
GS6631,呼和浩特,哈尔滨,7:40,1,666/2666,天津航空,内蒙古,黑龙江省,呼和浩特白塔国际机场,哈尔滨太平国际机场,HET,HRB,10:00
GS7495,乌鲁木齐,哈密,7:40,246,666/2666,天津航空,新疆,新疆,乌鲁木齐天山国际机场,哈密伊州机场,URC,HMI,9:05
GS7505,乌鲁木齐,博乐,7:40,134,666/2666,天津航空,新疆,新疆,乌鲁木齐天山国际机场,博乐阿拉山口机场,URC,BPL,9:05
GS7519,乌鲁木齐,金昌市,7:40,2,666/2666,天津航空,新疆,甘肃省,乌鲁木齐天山国际机场,金昌金川机场,URC,JIC,10:40
GS7598,阿拉尔,乌鲁木齐,7:40,4,666/2666,天津航空,新疆,新疆,阿拉尔塔里木机场,乌鲁木齐天山国际机场,ACF,URC,8:55
GS7689,乌鲁木齐,西安,7:40,5,666/2666,天津航空,新疆,陕西省,乌鲁木齐天山国际机场,西安咸阳国际机场,URC,XIY,11:25
GX8811,南宁,西安,7:40,1234567,666/2666,北部湾航空,广西,陕西省,南宁吴圩国际机场,西安咸阳国际机场,NNG,XIY,10:10
HU7001,海口,广州,7:40,13457,666/2666,海南航空,海南省,广东省,海口美兰国际机场,广州白云国际机场,HAK,CAN,9:05
HU7001,海口,广州,7:40,26,666/2666,海南航空,海南省,广东省,海口美兰国际机场,广州白云国际机场,HAK,CAN,8:55
HU7131,广州,上海,7:40,1234567,666/2666,海南航空,广东省,上海市,广州白云国际机场,上海虹桥国际机场,CAN,SHA,10:10
HU7308,广州,三亚,7:40,123457,666/2666,海南航空,广东省,海南省,广州白云国际机场,三亚凤凰国际机场,CAN,SYX,9:25
HU7369,海口,九江,7:40,1234567,666/2666,海南航空,海南省,江西省,海口美兰国际机场,九江庐山机场,HAK,JIU,9:55
HU7731,深圳,郑州,7:40,1357,666/2666,海南航空,广东省,河南省,深圳宝安国际机场,郑州新郑国际机场,SZX,CGO,10:00
HU7742,太原,深圳,7:40,26,666/2666,海南航空,山西,广东省,太原武宿国际机场,深圳宝安国际机场,TYN,SZX,10:40
HU7751,深圳,徐州,7:40,1357,666/2666,海南航空,广东省,江苏省,深圳宝安国际机场,徐州观音国际机场,SZX,XUZ,10:10
HU7769,深圳,温州,7:40,246,666/2666,海南航空,广东省,浙江省,深圳宝安国际机场,温州龙湾国际机场,SZX,WNZ,9:35
HU7887,乌鲁木齐,兰州,7:40,246,666/2666,海南航空,新疆,甘肃省,乌鲁木齐天山国际机场,兰州中川国际机场,URC,LHW,10:40
HU7887,乌鲁木齐,兰州,7:40,1357,666/2666,海南航空,新疆,甘肃省,乌鲁木齐天山国际机场,兰州中川国际机场,URC,LHW,10:40
JD5159,西安,青岛,7:40,1234567,666/2666,首都航空,陕西省,山东省,西安咸阳国际机场,青岛胶东国际机场,XIY,TAO,9:50
JD5217,北京,乌鲁木齐,7:40,17,666/2666,首都航空,北京,新疆,北京大兴国际机场,乌鲁木齐天山国际机场,PKX,URC,11:50
JD5639,北京,西宁,7:40,1234567,666/2666,首都航空,北京,青海省,北京大兴国际机场,西宁曹家堡国际机场,PKX,XNN,10:20
JD5671,西安,恩施,7:40,246,666/2666,首都航空,陕西省,湖北省,西安咸阳国际机场,恩施许家坪机场,XIY,ENH,9:00
PN6539,重庆市,宜春,7:40,157,666/2666,西部航空,重庆,江西省,重庆江北国际机场,宜春明月山机场,CKG,YIC,9:25
PN6539,重庆市,宜春,7:40,3,666/2666,西部航空,重庆,江西省,重庆江北国际机场,宜春明月山机场,CKG,YIC,9:25
UQ2511,乌鲁木齐,喀什,7:40,1567,666/2666,乌鲁木齐航空,新疆,新疆,乌鲁木齐天山国际机场,喀什徕宁国际机场,URC,KHG,10:00
UQ2571,乌鲁木齐,武汉,7:40,3,666/2666,乌鲁木齐航空,新疆,湖北省,乌鲁木齐天山国际机场,武汉天河国际机场,URC,WUH,12:00
Y87569,深圳,郑州,7:40,246,666/2666,金鹏航空,广东省,河南省,深圳宝安国际机场,郑州新郑国际机场,SZX,CGO,10:05
GS7495,乌鲁木齐,西安,7:40,246,666/2666,天津航空,新疆,陕西省,乌鲁木齐天山国际机场,西安咸阳国际机场,URC,XIY,13:20
GS7519,乌鲁木齐,杭州,7:40,2,666/2666,天津航空,新疆,浙江省,乌鲁木齐天山国际机场,杭州萧山国际机场,URC,HGH,14:50
GX8811,南宁,榆林,7:40,1234567,666/2666,北部湾航空,广西,陕西省,南宁吴圩国际机场,榆林榆阳机场,NNG,UYN,12:20
HU7731,深圳,呼和浩特,7:40,1357,666/2666,海南航空,广东省,内蒙古,深圳宝安国际机场,呼和浩特白塔国际机场,SZX,HET,12:40
HU7887,乌鲁木齐,杭州,7:40,246,666/2666,海南航空,新疆,浙江省,乌鲁木齐天山国际机场,杭州萧山国际机场,URC,HGH,14:45
HU7887,乌鲁木齐,杭州,7:40,1357,666/2666,海南航空,新疆,浙江省,乌鲁木齐天山国际机场,杭州萧山国际机场,URC,HGH,14:40
JD5639,北京,玉树,7:40,1234567,666/2666,首都航空,北京,青海省,北京大兴国际机场,玉树巴塘机场,PKX,YUS,13:10
JD5671,西安,杭州,7:40,246,666/2666,首都航空,陕西省,浙江省,西安咸阳国际机场,杭州萧山国际机场,XIY,HGH,12:05
PN6539,重庆市,温州,7:40,157,666/2666,西部航空,重庆,浙江省,重庆江北国际机场,温州龙湾国际机场,CKG,WNZ,11:40
PN6539,重庆市,温州,7:40,3,666/2666,西部航空,重庆,浙江省,重庆江北国际机场,温州龙湾国际机场,CKG,WNZ,12:00
Y87569,深圳,乌鲁木齐,7:40,246,666/2666,金鹏航空,广东省,新疆,深圳宝安国际机场,乌鲁木齐天山国际机场,SZX,URC,15:20
FU6632,哈尔滨,青岛,7:45,1357,666/2666,福州航空,黑龙江省,山东省,哈尔滨太平国际机场,青岛胶东国际机场,HRB,TAO,9:45
GS6429,大连,威海,7:45,246,666/2666,天津航空,辽宁,山东省,大连周水子国际机场,威海大水泊国际机场,DLC,WEH,8:45
GS6437,大连,天津,7:45,1357,666/2666,天津航空,辽宁,天津,大连周水子国际机场,天津滨海国际机场,DLC,TSN,9:00
GS7441,榆林,郑州,7:45,246,666/2666,天津航空,陕西省,河南省,榆林榆阳机场,郑州新郑国际机场,UYN,CGO,9:10
GS7497,乌鲁木齐,昭苏,7:45,1,666/2666,天津航空,新疆,新疆,乌鲁木齐天山国际机场,昭苏天马机场,URC,ZFL,9:05
GS7545,西安,遵义,7:45,1357,666/2666,天津航空,陕西省,贵州省,西安咸阳国际机场,遵义新舟机场,XIY,ZYI,9:30
GS7625,西安,榆林,7:45,246,666/2666,天津航空,陕西省,陕西省,西安咸阳国际机场,榆林榆阳机场,XIY,UYN,9:00
GS7835,天津,乌鲁木齐,7:45,1357,666/2666,天津航空,天津,新疆,天津滨海国际机场,乌鲁木齐天山国际机场,TSN,URC,11:50
GS7835,天津,乌鲁木齐,7:45,246,666/2666,天津航空,天津,新疆,天津滨海国际机场,乌鲁木齐天山国际机场,TSN,URC,11:50
GS7857,天津,武汉,7:45,1234567,666/2666,天津航空,天津,湖北省,天津滨海国际机场,武汉天河国际机场,TSN,WUH,9:40
HU7004,广州,海口,7:45,6,666/2666,海南航空,广东省,海南省,广州白云国际机场,海口美兰国际机场,CAN,HAK,9:25
HU7329,三亚,荆州,7:45,1357,666/2666,海南航空,海南省,湖北省,三亚凤凰国际机场,荆州沙市机场,SYX,SHS,10:15
HU7601,北京,上海,7:45,1234567,666/2666,海南航空,北京,上海市,北京首都国际机场,上海虹桥国际机场,PEK,SHA,10:00
PN6433,重庆市,厦门,7:45,357,666/2666,西部航空,重庆,福建省,重庆江北国际机场,厦门高崎国际机场,CKG,XMN,10:15
FU6632,哈尔滨,福州,7:45,1357,666/2666,福州航空,黑龙江省,福建省,哈尔滨太平国际机场,福州长乐国际机场,HRB,FOC,12:55
GS6429,大连,上海,7:45,246,666/2666,天津航空,辽宁,上海市,大连周水子国际机场,上海浦东国际机场,DLC,PVG,12:05
GS7545,西安,三亚,7:45,1357,666/2666,天津航空,陕西省,海南省,西安咸阳国际机场,三亚凤凰国际机场,XIY,SYX,12:20
GS7835,天津,和田,7:45,1357,666/2666,天津航空,天津,新疆,天津滨海国际机场,和田昆冈机场,TSN,HTN,15:25
GS7835,天津,和田,7:45,246,666/2666,天津航空,天津,新疆,天津滨海国际机场,和田昆冈机场,TSN,HTN,15:25
8L9503,昆明,郑州,7:50,1234567,666/2666,祥鹏航空,云南省,河南省,昆明长水国际机场,郑州新郑国际机场,KMG,CGO,10:45
8L9531,郑州,呼伦贝尔,7:50,246,666/2666,祥鹏航空,河南省,内蒙古,郑州新郑国际机场,呼伦贝尔海拉尔东山国际机场,CGO,HLD,11:00
8L9531,郑州,呼伦贝尔,7:50,1357,666/2666,祥鹏航空,河南省,内蒙古,郑州新郑国际机场,呼伦贝尔海拉尔东山国际机场,CGO,HLD,10:55
8L9883,昆明,珠海,7:50,1357,666/2666,祥鹏航空,云南省,广东省,昆明长水国际机场,珠海金湾机场,KMG,ZUH,9:55
9H8331,西安,惠州,7:50,246,666/2666,长安航空,陕西省,广东省,西安咸阳国际机场,惠州平潭机场,XIY,HUZ,10:50
9H8347,西安,库尔勒,7:50,1357,666/2666,长安航空,陕西省,新疆,西安咸阳国际机场,库尔勒梨城机场,XIY,KRL,11:50
FU6573,福州,南宁,7:50,1357,666/2666,福州航空,福建省,广西,福州长乐国际机场,南宁吴圩国际机场,FOC,NNG,10:15
FU6601,福州,舟山,7:50,1234567,666/2666,福州航空,福建省,浙江省,福州长乐国际机场,舟山普陀山机场,FOC,HSN,9:05
GS6495,榆林,扬州,7:50,246,666/2666,天津航空,陕西省,江苏省,榆林榆阳机场,扬州泰州国际机场,UYN,YTY,10:15
GS6659,呼伦贝尔,乌兰浩特,7:50,1357,666/2666,天津航空,内蒙古,内蒙古,呼伦贝尔海拉尔东山国际机场,乌兰浩特义勒力特机场,HLD,HLH,8:55
GS7401,石家庄,榆林,7:50,1357,666/2666,天津航空,河北,陕西省,石家庄正定国际机场,榆林榆阳机场,SJW,UYN,9:05
GS7649,西安,哈密,7:50,246,666/2666,天津航空,陕西省,新疆,西安咸阳国际机场,哈密伊州机场,XIY,HMI,11:00
GS7921,天津,延吉,7:50,246,666/2666,天津航空,天津,吉林省,天津滨海国际机场,延吉朝阳川国际机场,TSN,YNJ,9:45
HU7004,广州,海口,7:50,2,666/2666,海南航空,广东省,海南省,广州白云国际机场,海口美兰国际机场,CAN,HAK,9:25
HU7075,海口,福州,7:50,157,666/2666,海南航空,海南省,福建省,海口美兰国际机场,福州长乐国际机场,HAK,FOC,9:55
HU7172,重庆市,海口,7:50,1234567,666/2666,海南航空,重庆,海南省,重庆江北国际机场,海口美兰国际机场,CKG,HAK,10:00
HU7262,杭州,广州,7:50,1234567,666/2666,海南航空,浙江省,广东省,杭州萧山国际机场,广州白云国际机场,HGH,CAN,9:55
HU7305,三亚,济南,7:50,1234567,666/2666,海南航空,海南省,山东省,三亚凤凰国际机场,济南遥墙国际机场,SYX,TNA,11:25
HU7308,广州,三亚,7:50,6,666/2666,海南航空,广东省,海南省,广州白云国际机场,三亚凤凰国际机场,CAN,SYX,9:25
HU7393,深圳,杭州,7:50,7,666/2666,海南航空,广东省,浙江省,深圳宝安国际机场,杭州萧山国际机场,SZX,HGH,10:00
HU7393,深圳,杭州,7:50,246,666/2666,海南航空,广东省,浙江省,深圳宝安国际机场,杭州萧山国际机场,SZX,HGH,9:55
HU7675,太原,南昌,7:50,246,666/2666,海南航空,山西,江西省,太原武宿国际机场,南昌昌北国际机场,TYN,KHN,10:00
HU7675,太原,南昌,7:50,1357,666/2666,海南航空,山西,江西省,太原武宿国际机场,南昌昌北国际机场,TYN,KHN,10:00
HU7695,大连,银川,7:50,15,666/2666,海南航空,辽宁,宁夏,大连周水子国际机场,银川河东国际机场,DLC,INC,10:25
HU7751,深圳,徐州,7:50,246,666/2666,海南航空,广东省,江苏省,深圳宝安国际机场,徐州观音国际机场,SZX,XUZ,10:10
HU7802,广州,北京,7:50,2,666/2666,海南航空,广东省,北京,广州白云国际机场,北京首都国际机场,CAN,PEK,11:00
HU7802,广州,北京,7:50,134567,666/2666,海南航空,广东省,北京,广州白云国际机场,北京首都国际机场,CAN,PEK,10:55
JD5269,广州,杭州,7:50,1234567,666/2666,首都航空,广东省,浙江省,广州白云国际机场,杭州萧山国际机场,CAN,HGH,9:45
PN6258,合肥,丽江,7:50,1234567,666/2666,西部航空,安徽省,云南省,合肥新桥国际机场,丽江三义国际机场,HFE,LJG,10:45
PN6489,郑州,遵义,7:50,1357,666/2666,西部航空,河南省,贵州省,郑州新郑国际机场,遵义茅台机场,CGO,WMT,10:05
UQ3512,乌鲁木齐,阜阳,7:50,246,666/2666,乌鲁木齐航空,新疆,安徽省,乌鲁木齐天山国际机场,阜阳西关机场,URC,FUG,12:10
UQ3577,郑州,乌鲁木齐,7:50,246,666/2666,乌鲁木齐航空,河南省,新疆,郑州新郑国际机场,乌鲁木齐天山国际机场,CGO,URC,11:55
FU6601,福州,天津,7:50,1234567,666/2666,福州航空,福建省,天津,福州长乐国际机场,天津滨海国际机场,FOC,TSN,12:00
GS6495,榆林,温州,7:50,246,666/2666,天津航空,陕西省,浙江省,榆林榆阳机场,温州龙湾国际机场,UYN,WNZ,12:25
GS6659,呼伦贝尔,乌海,7:50,1357,666/2666,天津航空,内蒙古,内蒙古,呼伦贝尔海拉尔东山国际机场,乌海机场,HLD,WUA,11:55
GS7401,石家庄,银川,7:50,1357,666/2666,天津航空,河北,宁夏,石家庄正定国际机场,银川河东国际机场,SJW,INC,10:40
HU7675,太原,西宁,7:50,246,666/2666,海南航空,山西,青海省,太原武宿国际机场,西宁曹家堡国际机场,TYN,XNN,13:45
HU7675,太原,西宁,7:50,1357,666/2666,海南航空,山西,青海省,太原武宿国际机场,西宁曹家堡国际机场,TYN,XNN,13:45
PN6489,郑州,丽江,7:50,1357,666/2666,西部航空,河南省,云南省,郑州新郑国际机场,丽江三义国际机场,CGO,LJG,13:00
UQ3512,乌鲁木齐,海口,7:50,246,666/2666,乌鲁木齐航空,新疆,海南省,乌鲁木齐天山国际机场,海口美兰国际机场,URC,HAK,15:50
UQ3577,郑州,喀什,7:50,246,666/2666,乌鲁木齐航空,河南省,新疆,郑州新郑国际机场,喀什徕宁国际机场,CGO,KHG,15:20
8L9555,昆明,石家庄,7:55,135,666/2666,祥鹏航空,云南省,河北,昆明长水国际机场,石家庄正定国际机场,KMG,SJW,11:20
8L9679,成都,拉萨,7:55,1357,666/2666,祥鹏航空,四川省,西藏,成都天府国际机场,拉萨贡嘎国际机场,TFU,LXA,11:00
8L9687,成都,郑州,7:55,1234567,666/2666,祥鹏航空,四川省,河南省,成都天府国际机场,郑州新郑国际机场,TFU,CGO,9:55
8L9988,北京,昆明,7:55,1234567,666/2666,祥鹏航空,北京,云南省,北京首都国际机场,昆明长水国际机场,PEK,KMG,12:00
GS6463,贵阳,西安,7:55,1234567,666/2666,天津航空,贵州省,陕西省,贵阳龙洞堡国际机场,西安咸阳国际机场,KWE,XIY,9:35
GS6511,榆林,青岛,7:55,1357,666/2666,天津航空,陕西省,山东省,榆林榆阳机场,青岛胶东国际机场,UYN,TAO,9:55
GS6581,重庆市,杭州,7:55,1234567,666/2666,天津航空,重庆,浙江省,重庆江北国际机场,杭州萧山国际机场,CKG,HGH,10:05
GS6631,呼和浩特,哈尔滨,7:55,246,666/2666,天津航空,内蒙古,黑龙江省,呼和浩特白塔国际机场,哈尔滨太平国际机场,HET,HRB,10:15
GS7617,西安,呼和浩特,7:55,246,666/2666,天津航空,陕西省,内蒙古,西安咸阳国际机场,呼和浩特白塔国际机场,XIY,HET,10:00
GS7625,西安,榆林,7:55,1357,666/2666,天津航空,陕西省,陕西省,西安咸阳国际机场,榆林榆阳机场,XIY,UYN,9:05
HU7004,广州,海口,7:55,157,666/2666,海南航空,广东省,海南省,广州白云国际机场,海口美兰国际机场,CAN,HAK,9:25
HU7031,海口,郑州,7:55,1,666/2666,海南航空,海南省,河南省,海口美兰国际机场,郑州新郑国际机场,HAK,CGO,11:00
HU7175,深圳,成都,7:55,1234567,666/2666,海南航空,广东省,四川省,深圳宝安国际机场,成都天府国际机场,SZX,TFU,10:20
HU7191,北京,厦门,7:55,24,666/2666,海南航空,北京,福建省,北京首都国际机场,厦门高崎国际机场,PEK,XMN,11:00
HU7191,北京,厦门,7:55,13,666/2666,海南航空,北京,福建省,北京首都国际机场,厦门高崎国际机场,PEK,XMN,10:55
HU7201,广州,宜春,7:55,246,666/2666,海南航空,广东省,江西省,广州白云国际机场,宜春明月山机场,CAN,YIC,9:35
HU7269,广州,郑州,7:55,1357,666/2666,海南航空,广东省,河南省,广州白云国际机场,郑州新郑国际机场,CAN,CGO,10:20
HU7389,三亚,太原,7:55,1234567,666/2666,海南航空,海南省,山西,三亚凤凰国际机场,太原武宿国际机场,SYX,TYN,11:20
HU7518,乌鲁木齐,长沙,7:55,1234567,666/2666,海南航空,新疆,湖南省,乌鲁木齐天山国际机场,长沙黄花国际机场,URC,CSX,12:25
HU7659,大连,天津,7:55,1234567,666/2666,海南航空,辽宁,天津,大连周水子国际机场,天津滨海国际机场,DLC,TSN,9:05
HU7742,太原,深圳,7:55,1357,666/2666,海南航空,山西,广东省,太原武宿国际机场,深圳宝安国际机场,TYN,SZX,11:00
HU7779,长沙,兰州,7:55,1234567,666/2666,海南航空,湖南省,甘肃省,长沙黄花国际机场,兰州中川国际机场,CSX,LHW,10:25
HU7883,北京,阆中,7:55,1357,666/2666,海南航空,北京,四川省,北京首都国际机场,阆中古城机场,PEK,LZG,10:40
HU7889,北京,芜湖,7:55,246,666/2666,海南航空,北京,安徽省,北京首都国际机场,芜湖宣州机场,PEK,WHA,10:05
JD5127,杭州,昆明,7:55,1234567,666/2666,首都航空,浙江省,云南省,杭州萧山国际机场,昆明长水国际机场,HGH,KMG,11:10
JD5755,北京,重庆市,7:55,1234567,666/2666,首都航空,北京,重庆,北京大兴国际机场,重庆江北国际机场,PKX,CKG,11:00
PN6371,郑州,赣州,7:55,1234567,666/2666,西部航空,河南省,江西省,郑州新郑国际机场,赣州黄金机场,CGO,KOW,10:00
UQ2511,乌鲁木齐,喀什,7:55,24,666/2666,乌鲁木齐航空,新疆,新疆,乌鲁木齐天山国际机场,喀什徕宁国际机场,URC,KHG,10:15
